1901	-1.653	  4.365	-3.540	 0.805
1902	-4.222	  0.267	 1.994	-0.222
1903	-2.751	  1.155	 2.607	-2.250
1904	-1.708	 -4.544	 4.071	-3.211
1905	-2.231	 -7.222	 3.233	-2.107
1906	-2.611	 -8.377	 2.843	-4.501
1907	-3.660	 -9.961	 1.024	-1.445
1908	-5.094	-10.181	-0.541	-3.385
1909	-6.148	-13.595	-0.235	-3.500
1910	-4.609	-10.129	-0.824	-4.954
1911	 0.165	 -4.845	 1.475	-1.546
1912	 1.860	 -1.821	 1.829	 0.006
1913	 6.380	  1.827	 2.705	 1.203
