1901	-0.965	  76.202	 78.190	-33.926
1902	-3.382	  54.308	 71.162	 61.824
1903	 7.777	 222.488	 13.465	 -5.942
1904	-0.849	 296.498	156.813	 65.400
1905	 0.447	 367.656	  6.479	123.593
1906	 4.887	 400.523	 60.308	262.443
1907	 2.299	 330.920	127.057	191.991
1908	 4.499	 259.152	 61.953	135.041
1909	 7.159	 174.370	 97.433	143.116
1910	12.585	  40.114	 80.058	143.488
1911	 5.527	 -35.199	317.898	  3.372
1912	-12.963	-210.566	211.387	 46.292
1913	-27.283	-296.615	222.034	205.179
